customer_id,age,region,income_man,price_sens,quality_pref,digital_pref
C001160,24,central,314.2,0.695,0.486,0.823
C001161,27,north,760.5,0.266,0.299,0.889
C001162,37,south,448.5,0.496,0.525,0.472
C001163,38,south,245.6,0.564,0.394,0.767
C001164,23,north,167.4,0.812,0.54,0.294
C001165,29,east,757.7,0.561,0.697,0.886
C001166,31,east,331.3,0.62,0.429,0.608
C001167,70,central,560.9,0.707,0.684,0.339
C001168,63,west,967.8,0.493,0.67,0.0
C001169,36,south,209.7,0.946,0.214,0.5
C001170,37,south,447.7,0.582,0.263,0.842
C001171,27,central,415.2,1.0,0.334,0.556
C001172,18,west,577.7,0.5,0.48,0.847
C001173,40,west,967.5,0.346,0.615,0.557
C001174,29,south,207.2,0.635,0.0,0.84
C001175,40,east,647.5,0.53,0.476,0.588
C001176,22,central,854.2,0.248,0.568,0.49
C001177,32,north,411.3,0.696,0.5,0.617
C001178,43,east,423.6,0.36,0.668,0.849
C001179,45,south,591.3,0.604,0.518,0.615
C001180,46,east,565.7,0.386,0.345,0.485
C001181,25,north,652.4,0.503,0.237,1.0
C001182,51,east,644.2,0.653,0.611,0.705
C001183,31,west,255.2,1.0,0.192,0.776
C001184,49,central,,0.349,0.689,0.55
C001185,41,north,926.4,0.467,0.79,0.689
C001186,24,north,514.3,0.499,0.231,0.815
C001187,37,west,187.7,0.678,0.344,0.134
C001188,45,central,429.4,0.536,0.62,0.594
C001189,48,east,516.9,0.73,0.616,0.462
C001190,39,central,231.5,0.694,0.0,0.457
C001191,59,central,370.6,1.0,0.269,0.378
C001192,53,east,197.5,0.861,0.079,0.148
C001193,38,central,662.2,0.405,0.592,0.203
C001194,50,south,508.2,0.555,0.522,0.729
C001195,64,west,171.4,0.707,0.0,0.474
C001196,65,west,568.0,0.708,0.437,0.0
C001197,26,central,444.7,0.391,0.554,0.533
C001198,30,south,627.1,0.367,0.524,0.796
C001199,59,south,363.7,0.588,0.415,0.361
C001200,28,central,284.4,0.828,0.289,0.883
C001201,25,west,289.7,0.907,0.189,0.865
C001202,35,south,333.1,0.901,0.373,0.314
C001203,46,central,465.2,0.707,0.45,0.479
C001204,40,east,502.7,0.6,0.55,0.46
C001205,33,north,410.3,0.772,0.522,0.321
C001206,33,east,356.8,0.509,0.402,0.308
C001207,32,central,372.6,0.395,0.562,0.445
C001208,30,east,2071.2,0.394,0.685,0.492
C001209,68,south,289.7,0.571,0.131,0.411
C001210,45,north,329.1,0.687,0.445,0.724
C001211,52,east,3319.4,0.253,0.854,0.569
C001212,35,west,592.2,0.616,0.565,0.735
C001213,39,north,201.0,0.936,0.085,0.504
C001214,32,central,762.7,0.653,0.81,0.727
C001215,18,north,266.5,0.768,0.438,0.674
C001216,24,central,793.7,0.454,0.506,0.574
C001217,19,east,405.3,0.671,0.275,1.0
C001218,18,central,353.3,0.593,0.549,0.238
C001219,27,west,1208.0,0.407,0.468,0.266
C001220,57,north,646.2,0.955,0.847,0.508
C001221,40,north,824.7,0.54,0.465,0.497
C001222,56,north,597.2,0.645,0.751,0.151
C001223,46,west,352.3,0.577,0.359,0.297
C001224,50,south,663.8,0.709,0.751,0.295
C001225,30,east,950.3,0.599,0.475,0.798
C001226,47,west,498.7,0.729,0.459,0.743
C001227,50,west,1355.9,0.446,0.777,0.808
C001228,34,west,766.3,0.683,0.642,0.274
C001229,48,south,522.4,0.795,0.631,0.221
C001230,48,west,534.9,0.642,0.397,0.207
C001231,34,south,499.5,0.596,0.469,0.85
C001232,28,central,217.1,0.914,0.477,0.717
C001233,27,east,435.8,0.505,0.324,0.657
C001234,42,north,525.3,0.496,0.553,0.582
C001235,45,north,358.4,0.672,0.357,0.504
C001236,31,west,563.3,0.328,0.512,0.389
C001237,41,east,465.9,0.751,0.456,0.646
C001238,48,central,731.8,0.392,0.415,0.457
C001239,48,west,684.8,0.479,0.481,0.254
C001240,60,west,508.5,0.578,0.482,0.525
C001241,56,south,202.5,0.8,0.261,0.353
C001242,29,east,1347.0,0.363,0.891,0.672
C001243,61,central,422.5,0.637,0.575,0.378
C001244,35,north,438.2,0.63,0.474,0.763
C001245,54,west,374.5,0.604,0.285,0.496
C001246,42,central,,0.572,0.258,0.359
C001247,36,south,1161.7,0.607,0.922,0.642
C001248,19,central,1056.6,0.148,0.455,0.768
C001249,39,east,600.6,0.546,0.511,0.659
C001250,22,central,431.3,0.572,0.482,0.883
C001251,53,west,666.9,0.618,0.468,0.336
C001252,59,west,480.8,0.403,0.299,0.551
C001253,31,north,410.4,0.578,0.3,0.268
C001254,45,east,563.5,0.574,0.399,0.491
C001255,32,west,353.0,0.843,0.281,0.551
C001256,33,north,535.2,0.649,0.67,0.889
C001257,50,south,520.0,0.428,0.463,0.449
C001258,41,central,660.5,0.484,0.434,0.665
C001259,62,central,317.3,0.837,0.382,0.044
C001260,35,north,704.4,0.364,0.626,0.515
C001261,53,central,267.1,0.727,0.28,0.29
C001262,42,north,326.3,0.697,0.507,1.0
C001263,51,west,334.9,0.635,0.186,0.34
C001264,36,central,241.8,1.0,0.487,0.593
C001265,40,north,846.1,0.446,0.561,0.575
C001266,40,north,257.2,0.813,0.317,0.232
C001267,31,north,302.4,0.599,0.252,0.508
C001268,49,west,977.0,0.558,0.407,0.568
C001269,49,central,326.6,0.829,0.122,0.504
C001270,48,north,410.9,0.564,0.303,0.034
C001271,59,north,,0.743,0.407,0.304
C001272,58,west,758.2,0.396,0.396,0.628
C001273,37,east,764.5,0.356,0.31,0.689
C001274,45,south,716.7,0.697,0.393,0.759
C001275,34,central,635.1,0.482,0.447,0.395
C001276,41,south,480.8,0.259,0.397,0.799
C001277,34,central,335.8,0.957,0.358,0.583
C001278,60,west,282.1,0.607,0.497,0.728
C001279,45,central,997.4,0.438,0.782,0.516
C001280,38,east,727.9,0.784,0.833,0.155
C001281,55,north,303.5,0.692,0.113,0.615
C001282,18,south,471.1,0.6,0.317,0.615
C001283,18,north,384.2,0.482,0.509,0.629
C001284,51,central,233.8,0.52,0.237,0.182
C001285,42,south,511.7,0.583,0.591,0.86
C001286,44,central,358.5,0.734,0.421,0.418
C001287,25,east,259.7,0.79,0.563,0.97
C001288,41,west,189.4,0.735,0.419,0.457
C001289,65,south,180.0,0.82,0.412,0.189
C001290,51,east,368.1,0.399,0.334,0.737
C001291,43,west,437.1,0.709,0.415,0.514
C001292,36,south,272.1,0.759,0.289,0.565
C001293,36,central,679.7,0.848,0.292,0.322
C001294,18,south,442.3,0.639,0.653,0.612
C001295,44,north,650.3,0.419,0.621,0.608
C001296,51,west,412.2,0.644,0.367,0.213
C001297,22,west,286.8,0.675,0.542,0.568
C001298,33,north,492.6,0.681,0.359,0.515
C001299,27,west,215.6,0.785,0.013,0.654
C001300,29,east,635.8,0.376,0.656,0.923
C001301,42,north,262.2,0.497,0.136,0.476
C001302,18,west,798.0,0.559,0.521,0.566
C001303,48,north,375.5,0.878,0.431,1.0
C001304,50,west,870.2,0.514,0.626,0.393
C001305,38,north,234.5,0.886,0.433,0.526
C001306,18,south,306.3,0.863,0.446,0.632
C001307,29,east,578.1,0.624,0.568,0.572
C001308,56,central,928.5,0.367,0.462,0.454
C001309,18,north,1250.4,0.459,0.684,0.888
C001310,37,west,471.6,0.806,0.219,0.652
C001311,27,east,1385.6,0.489,0.895,0.856
C001312,51,east,386.6,0.777,0.195,0.682
C001313,33,west,889.3,0.429,0.52,0.641
C001314,46,central,261.4,0.712,0.129,0.583
C001315,48,central,591.9,0.562,0.381,0.716
C001316,63,east,112.9,0.903,0.161,0.167
C001317,39,north,234.7,0.939,0.226,1.0
C001318,46,south,608.6,0.222,0.668,0.405
C001319,23,west,,0.792,0.317,0.599
C001320,55,east,594.3,0.567,0.422,0.203
C001321,32,south,792.4,0.315,0.529,0.37
C001322,34,west,340.5,0.791,0.563,0.787
C001323,41,south,257.2,0.637,0.46,0.997
C001324,22,east,346.1,0.633,0.213,0.563
C001325,44,west,257.7,1.0,0.222,0.591
C001326,53,east,432.9,0.793,0.499,0.503
C001327,45,south,489.1,0.704,0.506,0.715
C001328,22,north,382.8,0.724,0.246,1.0
C001329,40,south,1256.2,0.404,0.754,0.854
C001330,50,south,298.7,1.0,0.22,0.432
C001331,18,south,1060.1,0.583,0.803,0.81
C001332,28,north,246.3,0.642,0.395,0.76
C001333,52,east,,0.411,0.279,0.462
C001334,44,west,935.5,0.573,0.503,0.303
C001335,46,west,906.9,0.486,0.494,0.348
C001336,63,central,357.5,0.466,0.414,0.619
C001337,47,east,641.8,0.627,0.476,0.751
C001338,49,central,592.3,0.539,0.319,0.445
C001339,74,north,332.7,0.774,0.166,0.364
C001340,38,east,665.7,0.622,0.597,0.803
C001341,31,north,1406.3,0.315,0.707,0.272
C001342,46,south,610.5,0.668,0.513,0.419
C001343,46,north,646.2,0.487,0.549,0.912
C001344,35,east,688.5,0.484,0.428,0.645
C001345,29,south,191.5,0.725,0.293,0.401
C001346,69,west,606.3,0.744,0.876,0.37
C001347,45,north,249.9,0.71,0.494,0.719
C001348,32,north,322.9,0.906,0.326,0.097
C001349,52,west,1683.1,0.638,0.621,0.501
C001350,40,east,395.2,0.549,0.0,0.476
C001351,38,east,295.0,0.28,0.512,0.236
C001352,48,west,918.5,0.648,0.697,0.51
C001353,25,east,260.5,0.692,0.245,0.628
C001354,45,west,351.7,0.553,0.172,0.51
C001355,64,east,973.3,0.392,0.417,0.312
C001356,47,east,472.0,0.562,0.512,0.297
C001357,36,north,180.2,1.0,0.24,0.287
C001358,35,east,637.5,0.588,0.609,0.447
C001359,36,north,362.6,0.87,0.406,0.75
C001360,38,east,1158.8,0.519,0.77,0.611
C001361,36,central,319.7,0.656,0.423,0.564
C001362,52,central,864.3,0.445,0.691,0.258
C001363,20,east,1334.9,0.501,0.34,0.615
C001364,51,west,276.1,0.855,0.153,0.62
C001365,36,west,409.6,0.802,0.362,0.679
C001366,46,central,580.8,0.544,0.649,0.413
C001367,27,east,275.0,0.759,0.619,0.119
C001368,57,east,541.0,0.685,0.448,0.296
C001369,56,east,401.9,0.599,0.322,0.341
C001370,53,north,397.1,0.489,0.118,0.278
C001371,23,east,473.7,0.503,0.576,0.586
C001372,51,central,480.1,0.585,0.366,0.636
C001373,46,central,507.5,0.709,0.904,0.501
C001374,22,north,321.2,0.89,0.258,0.874
C001375,41,west,329.7,0.493,0.689,0.241
C001376,45,east,428.4,0.554,0.538,0.454
C001377,48,west,447.8,0.581,0.281,0.106
C001378,43,west,353.5,0.802,0.422,0.444
C001379,44,north,558.7,0.512,0.595,0.313
C001380,59,central,154.8,0.783,0.189,0.673
C001381,56,central,296.8,0.506,0.478,0.52
C001382,18,south,388.9,0.736,0.529,0.907
C001383,37,south,275.2,0.708,0.427,0.485
C001384,39,west,1222.6,0.336,0.633,0.353
C001385,20,east,465.2,0.589,0.266,0.48
C001386,42,north,511.5,0.778,0.45,0.589
C001387,56,west,344.2,0.537,0.409,0.8
C001388,28,north,455.7,0.505,0.157,0.716
C001389,45,central,221.9,0.963,0.32,0.44
C001390,30,west,415.4,0.661,0.405,0.582
C001391,33,east,262.2,0.843,0.133,0.593
C001392,59,east,389.5,0.723,0.357,0.822
C001393,34,central,99.0,0.932,0.086,0.839
C001394,47,east,233.8,0.713,0.594,0.553
C001395,19,north,1107.2,0.579,0.649,0.719
C001396,63,north,757.1,0.704,0.695,0.449
C001397,48,south,1015.0,0.634,0.581,0.593
C001398,39,central,1057.7,0.285,0.326,0.474
C001399,48,east,688.8,0.745,0.622,0.325
C001400,24,central,350.6,0.63,0.287,0.868
C001401,55,east,246.9,0.641,0.265,0.449
C001402,37,south,915.3,0.467,0.42,0.761
C001403,39,north,478.2,0.747,0.459,0.886
C001404,35,west,2054.2,0.412,0.899,0.689
C001405,34,south,369.5,0.635,0.536,0.664
C001406,49,west,1502.6,0.519,0.915,1.0
C001407,44,east,418.7,0.67,0.681,0.563
C001408,49,central,1025.4,0.384,0.294,0.269
C001409,41,central,1273.1,0.32,0.465,0.487
C001410,47,west,249.0,0.814,0.046,0.811
C001411,36,west,343.9,0.676,0.477,0.319
C001412,68,south,247.5,0.547,0.212,0.204
C001413,22,east,219.9,0.904,0.219,0.897
C001414,56,central,686.4,0.478,0.488,0.384
C001415,57,east,408.8,0.892,0.474,0.409
C001416,31,south,474.7,0.413,0.224,0.828
C001417,68,north,642.2,0.536,0.318,0.211
C001418,53,east,150.9,0.748,0.218,0.165
C001419,53,west,995.5,0.329,0.774,0.181
C001420,41,west,373.1,0.599,0.395,0.659
C001421,38,central,633.1,0.831,0.385,0.616
C001422,38,central,667.6,0.577,0.193,0.425
C001423,46,north,1047.0,0.347,0.748,0.276
C001424,58,east,432.0,0.368,0.317,0.37
C001425,43,east,128.6,0.626,0.013,0.752
C001426,30,west,476.0,0.542,0.19,0.453
C001427,51,west,518.9,0.511,0.248,0.34
C001428,52,central,247.3,0.72,0.172,0.228
C001429,49,south,502.6,0.271,0.422,0.414
C001430,50,north,370.4,0.659,0.216,0.548
C001431,38,west,205.5,0.945,0.307,0.987
C001432,30,west,688.2,0.793,0.484,0.664
C001433,31,west,328.0,0.413,0.706,0.602
C001434,21,north,360.5,0.558,0.136,0.856
C001435,44,east,348.5,0.557,0.409,0.661
C001436,40,east,965.4,0.503,0.615,0.434
C001437,36,east,448.8,0.452,0.281,1.0
C001438,18,south,482.4,0.873,0.464,0.699
C001439,26,east,353.1,0.689,0.503,0.695
C001440,54,west,607.3,0.556,0.51,0.562
C001441,33,west,1033.6,0.707,0.81,0.668
C001442,45,central,678.5,0.55,0.191,0.82
C001443,24,north,694.6,0.607,0.396,0.544
C001444,58,north,661.8,0.444,0.734,0.581
C001445,39,east,201.0,0.59,0.411,0.59
C001446,44,west,271.9,0.643,0.416,0.719
C001447,69,east,406.8,0.982,0.601,0.304
C001448,59,south,297.6,0.812,0.066,0.347
C001449,37,east,242.9,0.799,0.432,0.717
C001450,34,north,149.6,0.708,0.375,0.664
C001451,37,east,205.1,0.928,0.18,0.407
C001452,47,south,394.4,0.457,0.804,0.77
C001453,40,central,441.2,0.403,0.461,0.697
C001454,36,south,285.8,0.641,0.016,0.563
C001455,59,west,482.3,0.913,0.507,0.323
C001456,40,south,354.6,0.966,0.28,0.623
C001457,69,south,885.0,0.431,0.746,0.479
C001458,42,east,417.5,0.548,0.503,0.217
C001459,62,west,698.6,0.3,0.434,0.471
C001460,45,south,519.6,0.617,0.69,0.646
C001461,53,east,198.3,0.822,0.413,0.0
C001462,32,south,435.6,0.759,0.305,0.645
C001463,31,west,219.2,0.915,0.269,0.752
C001464,47,west,431.1,0.613,0.505,0.617
C001465,53,north,294.2,0.803,0.296,0.619
C001466,41,south,578.5,0.479,0.436,0.477
C001467,26,central,205.6,0.871,0.285,0.44
C001468,25,north,464.1,0.552,0.282,0.295
C001469,24,east,648.5,0.63,0.174,0.88
C001470,20,north,793.0,0.578,0.585,0.831
C001471,42,north,290.8,0.732,0.05,0.77
C001472,55,central,464.9,0.747,0.293,0.3
C001473,41,west,513.7,0.372,0.197,0.704
C001474,18,east,1163.9,0.284,0.379,0.403
C001475,39,east,189.1,0.767,0.327,0.383
C001476,39,central,266.3,0.523,0.298,0.582
C001477,66,east,2474.8,0.232,0.738,0.501
C001478,24,south,390.5,0.606,0.21,0.998
C001479,36,east,147.9,1.0,0.115,0.53
C001480,61,north,324.3,0.721,0.427,0.23
C001481,46,south,87.3,1.0,0.1,0.325
C001482,48,north,531.5,0.646,0.593,0.356
C001483,42,south,747.8,0.452,0.682,0.98
C001484,45,east,266.2,0.759,0.293,0.666
C001485,50,south,346.8,0.796,0.106,0.703
C001486,31,south,800.6,0.698,0.438,0.565
C001487,52,south,161.0,0.82,0.216,0.466
C001488,25,north,208.2,0.541,0.165,0.795
C001489,45,south,401.2,0.399,0.255,0.414
C001490,43,central,292.9,0.671,0.36,0.471
C001491,34,east,385.6,0.314,0.77,0.457
C001492,41,east,215.5,1.0,0.215,0.454
C001493,34,central,523.1,0.694,0.466,0.602
C001494,28,north,420.6,0.552,0.226,0.47
C001495,37,south,639.5,0.397,0.693,0.628
C001496,28,south,518.8,0.76,0.596,0.691
C001497,45,north,520.7,0.438,0.586,0.479
C001498,27,west,193.1,0.651,0.471,0.476
C001499,50,west,618.2,0.456,0.435,0.501
C001500,27,east,377.2,0.687,0.355,0.54
C001501,34,central,416.2,0.743,0.677,0.601
C001502,34,north,862.8,0.683,0.661,0.812
C001503,57,east,298.7,0.873,0.021,0.18
C001504,45,central,,0.468,0.671,0.95
C001505,38,east,1094.3,0.61,0.526,0.549
C001506,47,central,722.6,0.439,0.665,0.583
C001507,18,north,255.4,0.474,0.384,0.553
C001508,40,west,123.9,0.791,0.0,0.778
C001509,65,north,878.8,0.379,0.61,0.35
C001510,43,south,491.8,0.522,0.485,0.45
C001511,42,south,294.2,0.575,0.405,0.421
C001512,48,central,930.2,0.42,0.667,0.44
C001513,52,central,274.3,0.826,0.561,0.55
C001514,18,south,356.6,0.938,0.451,0.739
C001515,21,south,630.3,0.308,0.507,0.675
C001516,44,west,235.8,0.57,0.479,0.38
C001517,32,central,430.8,0.524,0.764,0.452
C001518,57,south,884.2,0.614,0.708,0.339
C001519,37,central,522.1,0.574,0.497,0.663
C001520,18,east,972.3,0.371,0.655,0.836
C001521,26,west,908.1,0.601,0.615,0.807
C001522,18,south,462.1,0.772,0.444,0.704
C001523,38,east,113.2,0.907,0.485,0.641
C001524,39,east,236.9,0.64,0.195,0.523
C001525,36,central,727.2,0.579,0.705,0.23
C001526,54,west,181.5,0.781,0.235,0.409
C001527,55,east,378.1,0.633,0.179,0.37
C001528,39,east,563.6,0.512,0.453,0.349
C001529,18,east,1110.9,0.592,0.535,0.591
C001530,48,west,325.8,0.736,0.458,0.521
C001531,48,central,312.7,0.862,0.377,0.267
C001532,45,central,445.8,0.836,0.281,0.373
C001533,53,south,567.8,0.656,0.703,0.769
C001534,27,south,419.3,0.572,0.585,0.32
C001535,65,east,863.3,0.66,0.804,0.338
C001536,29,central,284.8,0.795,0.38,0.394
C001537,50,east,494.4,1.0,0.449,0.33
C001538,21,north,600.9,0.623,0.599,0.643
C001539,30,central,361.8,0.782,0.306,0.422
C001540,59,central,761.3,0.573,0.561,0.532
C001541,38,east,503.0,0.597,0.432,0.834
C001542,51,south,738.4,0.496,0.316,0.641
C001543,44,west,516.8,0.651,0.483,0.727
C001544,40,east,576.6,0.663,0.419,0.274
C001545,57,east,314.8,0.879,0.328,0.382
C001546,38,north,315.1,0.752,0.419,0.657
C001547,20,west,959.0,0.413,0.778,0.864
C001548,31,west,673.5,0.504,0.389,0.964
C001549,48,west,249.0,0.554,0.267,0.708
C001550,46,east,512.7,0.857,0.347,0.687
C001551,22,central,110.7,0.833,0.031,1.0
C001552,32,west,326.0,0.844,0.282,0.625
C001553,34,central,818.8,0.556,0.526,0.534
C001554,37,north,426.7,0.69,0.513,0.606
C001555,24,west,493.7,0.598,0.502,0.479
C001556,33,central,75.3,0.873,0.0,0.613
C001557,32,east,363.5,0.532,0.587,0.261
C001558,50,east,563.5,0.848,0.623,0.374
C001559,51,east,608.1,0.591,0.361,0.45
C001560,39,east,819.5,0.683,0.739,0.747
C001561,36,west,405.5,0.863,0.464,0.8
C001562,43,east,416.5,0.588,0.397,0.336
C001563,31,east,206.8,0.853,0.334,1.0
C001564,27,south,406.9,0.661,0.412,0.671
C001565,30,north,215.8,0.607,0.371,0.668
C001566,33,east,151.8,0.824,0.247,0.275
C001567,27,south,239.9,0.848,0.259,0.517
C001568,43,east,1137.3,0.374,0.317,0.739
C001569,50,east,391.1,0.613,0.487,0.514
C001570,22,east,524.9,0.577,0.411,0.698
C001571,41,north,338.0,1.0,0.495,0.588
C001572,38,west,157.1,0.569,0.298,0.275
C001573,45,north,806.7,0.593,0.5,0.496
C001574,41,east,124.9,0.852,0.333,0.825
C001575,24,central,329.8,0.6,0.404,0.879
C001576,26,central,445.2,0.595,0.458,0.623
C001577,41,east,528.2,0.702,0.447,0.856
C001578,53,east,297.5,0.826,0.606,0.207
C001579,18,west,152.7,0.878,0.113,0.51
C001580,45,central,284.5,0.89,0.296,0.888
C001581,55,south,293.5,0.91,0.165,0.561
C001582,39,north,289.3,0.845,0.457,0.499
C001583,48,north,823.3,0.431,0.469,0.483
C001584,33,east,222.1,0.849,0.224,0.438
C001585,40,central,551.0,0.669,0.399,0.605
C001586,22,central,505.8,0.488,0.469,0.715
C001587,18,north,818.5,0.279,0.368,0.708
C001588,52,west,424.7,0.342,0.088,0.234
C001589,29,north,,0.545,0.604,0.68
C001590,36,south,414.8,0.695,0.103,0.472
C001591,24,central,597.0,0.4,0.621,0.465
C001592,24,west,186.7,0.967,0.494,0.915
C001593,39,north,94.5,0.969,0.099,0.991
C001594,32,west,576.9,0.787,0.68,0.995
C001595,46,east,595.8,0.634,0.488,0.638
C001596,46,central,611.9,0.413,0.737,0.455
C001597,45,east,335.7,0.761,0.309,0.501
C001598,44,central,1124.5,0.552,0.264,0.603
C001599,60,east,349.1,0.603,0.373,0.326
C001600,28,north,592.1,0.363,0.747,0.898
C001601,40,east,657.2,0.573,0.592,0.143
C001602,55,north,1290.1,0.273,0.569,0.386
C001603,56,east,380.3,0.836,0.452,0.598
C001604,24,south,310.9,0.647,0.508,0.493
C001605,37,north,187.2,1.0,0.248,0.523
C001606,57,north,1167.5,0.125,1.0,0.55
C001607,47,north,592.3,0.599,0.413,0.805
C001608,43,north,603.7,0.79,0.645,0.27
C001609,38,central,2984.7,0.122,0.928,0.29
C001610,36,central,559.1,0.567,0.374,0.389
C001611,44,north,210.6,0.726,0.22,0.214
C001612,38,south,409.0,0.551,0.569,0.271
C001613,40,south,256.3,0.783,0.345,0.355
C001614,42,central,362.7,0.483,0.443,0.783
C001615,33,east,361.3,0.661,0.147,0.537
C001616,47,east,323.4,0.778,0.468,0.507
C001617,76,west,199.4,0.765,0.316,0.107
C001618,20,central,1196.0,0.289,0.622,0.817
C001619,45,south,550.3,0.748,0.53,0.89
C001620,32,west,401.8,0.766,0.352,0.428
C001621,48,east,724.7,0.383,0.442,0.839
C001622,42,south,610.2,0.379,0.46,0.609
C001623,50,central,542.7,0.454,0.404,0.483
C001624,55,east,693.8,0.629,0.85,0.525
C001625,43,south,498.5,0.655,0.593,0.607
C001626,55,east,687.7,0.668,0.375,0.816
C001627,18,west,722.8,0.49,0.836,0.808
C001628,60,west,507.2,0.472,0.395,0.518
C001629,46,south,403.0,0.794,0.418,0.424
C001630,54,central,1152.2,0.363,0.758,0.62
C001631,26,west,345.3,0.715,0.087,0.457
C001632,31,east,581.7,0.35,0.452,0.635
C001633,43,east,589.7,0.495,0.404,1.0
C001634,41,north,319.1,0.854,0.398,0.042
C001635,44,east,283.3,0.619,0.399,0.569
C001636,54,north,372.0,0.794,0.386,0.506
C001637,20,west,342.4,0.339,0.363,0.644
C001638,53,north,191.8,0.721,0.425,0.418
C001639,41,east,311.2,0.682,0.407,0.561
C001640,39,south,539.7,0.859,0.478,0.507
C001641,23,east,983.2,0.303,0.614,0.713
C001642,47,west,641.5,0.664,0.782,0.403
C001643,18,central,96.7,1.0,0.154,1.0
C001644,49,west,675.9,0.445,0.44,0.437
C001645,23,east,329.1,0.641,0.087,0.783
C001646,42,east,603.7,0.597,0.28,0.402
C001647,40,west,456.1,0.409,0.369,0.737
C001648,55,west,409.8,0.585,0.401,0.592
C001649,39,north,432.6,0.833,0.345,0.641
C001650,33,west,453.9,0.711,0.49,0.394
C001651,35,west,1030.6,0.445,0.516,0.435
C001652,56,east,454.6,0.649,0.301,0.775
C001653,47,west,882.3,0.587,0.662,0.348
C001654,36,north,808.5,0.633,0.758,0.706
C001655,38,east,686.4,0.466,0.354,0.375
C001656,22,south,157.5,1.0,0.262,0.878
C001657,46,east,898.9,0.693,0.288,0.371
C001658,20,west,349.5,0.786,0.164,0.497
C001659,50,east,706.7,0.417,0.438,0.338
C001660,43,east,256.6,0.593,0.494,0.418
C001661,70,central,225.9,0.723,0.181,0.421
C001662,28,east,1505.8,0.402,0.555,0.648
C001663,40,east,259.1,0.479,0.331,0.331
C001664,63,central,915.0,0.566,0.583,0.383
C001665,55,south,493.9,0.809,0.337,0.216
C001666,33,south,357.5,0.767,0.688,0.728
C001667,44,north,447.8,0.534,0.395,0.687
C001668,41,north,210.7,0.667,0.301,0.538
C001669,44,west,456.2,0.676,0.378,0.576
C001670,33,east,240.2,0.737,0.376,0.949
C001671,40,east,362.8,0.744,0.578,0.518
C001672,22,south,801.4,0.609,0.801,0.487
C001673,43,east,535.8,0.763,0.356,0.645
C001674,46,north,189.0,0.638,0.428,0.281
C001675,38,north,766.7,0.561,0.625,0.522
C001676,22,west,458.0,0.576,0.586,0.556
C001677,53,west,332.3,0.68,0.361,0.319
C001678,45,central,720.0,0.67,0.502,0.465
C001679,32,north,416.1,0.796,0.561,0.786
C001680,38,east,228.6,0.979,0.444,0.785
C001681,23,west,1394.0,0.472,0.897,0.854
C001682,29,east,455.3,0.615,0.468,0.694
C001683,35,west,438.1,0.602,0.414,0.533
C001684,56,central,,0.418,0.023,0.0
C001685,33,west,933.7,0.689,0.34,0.673
C001686,49,east,335.7,0.644,0.318,0.031
C001687,35,central,182.0,0.891,0.09,0.2
C001688,44,north,306.1,0.813,0.481,0.49
C001689,39,central,1019.7,0.284,0.403,0.61
C001690,51,west,757.9,0.391,0.465,0.383
C001691,35,west,394.7,0.892,0.34,0.892
C001692,22,central,1048.6,0.509,0.786,0.768
C001693,24,west,720.5,0.453,0.439,0.612
C001694,35,west,392.0,0.643,0.476,0.862
C001695,26,east,416.4,0.813,0.45,0.961
C001696,46,south,560.5,0.73,0.615,0.611
C001697,35,west,279.2,0.51,0.468,0.43
C001698,69,east,461.2,0.874,0.436,0.237
C001699,20,south,553.5,0.738,0.223,0.401
C001700,43,south,167.2,0.809,0.203,0.521
C001701,27,east,410.6,0.474,0.415,0.431
C001702,35,north,383.5,0.824,0.447,0.519
C001703,43,west,852.4,0.578,0.453,0.581
C001704,18,north,152.1,0.632,0.39,0.307
C001705,44,north,365.9,0.641,0.397,0.269
C001706,64,west,344.5,1.0,0.244,0.281
C001707,36,north,818.3,0.517,0.487,0.567
C001708,44,east,448.1,0.524,0.724,0.423
C001709,53,south,1351.4,0.263,0.755,0.405
C001710,39,east,684.4,0.816,0.677,0.416
C001711,34,central,359.6,0.806,0.235,0.302
C001712,18,central,531.1,0.812,0.366,0.597
C001713,49,west,372.0,0.709,0.296,0.444
C001714,40,central,770.4,0.715,0.571,0.488
C001715,29,central,206.8,0.662,0.254,0.649
C001716,43,east,280.6,0.753,0.268,0.613
C001717,34,south,604.6,0.618,0.44,0.728
C001718,35,north,959.8,0.69,0.468,0.458
C001719,48,south,122.7,0.942,0.149,0.179
C001720,25,west,1049.3,0.371,0.772,0.909
C001721,54,north,422.9,0.656,0.196,0.529
C001722,24,east,148.5,0.604,0.266,0.471
C001723,33,central,76.0,0.642,0.287,0.655
C001724,64,east,183.8,0.938,0.229,0.596
C001725,55,east,454.6,0.576,0.359,0.791
C001726,42,east,442.2,0.598,0.571,0.586
C001727,30,west,672.6,0.678,0.369,0.832
C001728,35,central,330.8,0.905,0.371,0.343
C001729,42,south,236.6,0.843,0.151,0.529
C001730,41,west,359.0,0.968,0.11,0.476
C001731,40,east,469.4,0.701,0.422,0.619
C001732,41,north,528.3,0.647,0.278,0.865
C001733,38,west,286.5,0.76,0.344,0.614
C001734,24,central,790.0,0.329,0.716,0.474
C001735,35,south,316.8,0.848,0.644,0.332
C001736,52,east,273.0,0.367,0.35,0.795
C001737,25,west,332.2,0.607,0.528,0.758
C001738,39,west,876.7,0.504,0.629,0.647
C001739,31,west,424.8,0.527,0.367,0.544
C001740,42,west,303.2,0.645,0.068,0.59
